Order_ID;Order_Date;Ship_Date;Ship_Mode;Order_Priority
ES-2012-1324546;4/27/12;05/01/2012;Standard Class;Medium
ES-2014-1722822;05/02/2014;05/05/2014;Second Class;Critical
ID-2012-54911;6/26/12;07/01/2012;Standard Class;Medium
IN-2014-47036;3/28/14;04/02/2014;Standard Class;High
IN-2014-78158;3/20/14;3/22/14;Second Class;High
IN-2011-23208;7/20/11;7/24/11;Standard Class;High
MX-2013-145534;3/23/13;3/25/13;Second Class;Medium
ES-2011-2046816;11/13/11;11/19/11;Standard Class;Low
ID-2011-55975;02/09/2011;2/13/11;Standard Class;Medium
US-2014-122672;10/04/2014;10/09/2014;Standard Class;High
IN-2014-50718;05/06/2014;05/07/2014;First Class;High
IN-2014-38272;12/19/14;12/22/14;Second Class;Medium
CA-2014-123778;9/24/14;10/01/2014;Standard Class;Medium
IR-2014-4190;07/01/2014;07/06/2014;Standard Class;Medium
MO-2011-6140;4/25/11;4/28/11;First Class;Medium
IR-2013-6420;11/29/13;12/05/2013;Standard Class;Medium
MX-2012-115455;4/17/12;4/21/12;Standard Class;Medium
ES-2011-2401476;11/07/2011;11/13/11;Standard Class;Medium
ES-2014-2796185;8/18/14;8/18/14;Same Day;High
ES-2013-5671907;07/04/2013;07/09/2013;Standard Class;Medium
US-2014-135062;09/01/2014;09/05/2014;Second Class;Medium
LE-2013-7130;3/23/13;3/28/13;Standard Class;Medium
US-2014-161627;11/10/2014;11/12/2014;First Class;Critical
MX-2014-109757;2/28/14;03/02/2014;First Class;Medium
ES-2014-2512437;8/13/14;8/13/14;Same Day;Medium
ES-2011-1562184;6/24/11;6/28/11;Standard Class;High
IN-2014-52916;02/11/2014;2/17/14;Standard Class;Medium
ID-2013-50690;2/20/13;2/25/13;Standard Class;Medium
CA-2014-144750;8/22/14;8/22/14;Same Day;High
ES-2011-5908162;9/26/11;10/01/2011;Standard Class;Medium
IN-2014-55478;5/13/14;5/13/14;Same Day;High
US-2011-117380;3/28/11;04/03/2011;Standard Class;Medium
MZ-2014-6460;6/16/14;6/21/14;Standard Class;High
SF-2014-2310;9/15/14;9/15/14;Same Day;Critical
CA-2013-112256;7/24/13;7/29/13;Standard Class;Medium
CA-2012-6010;4/16/12;4/22/12;Standard Class;Medium
NI-2011-1790;03/03/2011;03/10/2011;Standard Class;Medium
MZ-2011-9210;3/14/11;3/21/11;Standard Class;Medium
CA-2013-7580;06/03/2013;06/08/2013;Second Class;Medium
MX-2014-158638;9/22/14;9/27/14;Standard Class;Medium
MX-2012-162236;11/05/2012;11/09/2012;Standard Class;High
ES-2011-4395271;10/22/11;10/26/11;Standard Class;High
IN-2012-64508;11/29/12;12/04/2012;Second Class;Medium
ID-2013-45328;8/21/13;8/27/13;Standard Class;Low
CA-2014-136000;9/23/14;9/26/14;Second Class;High
PL-2014-150;01/01/2014;01/05/2014;Standard Class;High
KZ-2014-2950;8/27/14;8/29/14;First Class;High
US-2012-139990;12/20/12;12/22/12;Second Class;High
MX-2012-154151;10/02/2012;10/09/2012;Standard Class;Low
ES-2014-3492406;7/21/14;7/21/14;Same Day;Medium
ID-2014-62611;06/04/2014;06/09/2014;Standard Class;Medium
MO-2012-7520;3/23/12;3/27/12;Second Class;Medium
MX-2012-138191;4/21/12;4/25/12;Second Class;Medium
MX-2014-146682;04/10/2014;4/14/14;Standard Class;Medium
ES-2013-2161351;4/16/13;4/23/13;Standard Class;Medium
IN-2014-60476;11/03/2014;11/07/2014;Standard Class;Medium
IN-2012-70472;07/12/2012;7/16/12;Standard Class;High
CA-2014-104066;12/06/2014;12/11/2014;Standard Class;Medium
US-2013-151862;03/02/2013;03/09/2013;Standard Class;Low
CA-2014-127306;1/15/14;1/19/14;Standard Class;Medium
BO-2013-9400;11/15/13;11/15/13;Same Day;High
TU-2013-780;12/03/2013;12/08/2013;Standard Class;Medium
MX-2014-152751;10/28/14;11/01/2014;Standard Class;Medium
US-2014-149048;04/08/2014;4/13/14;Standard Class;Medium
ES-2013-1667528;12/03/2013;12/03/2013;Same Day;Critical
IV-2014-1390;01/10/2014;1/15/14;Standard Class;Medium
SO-2013-3080;6/20/13;6/27/13;Standard Class;Low
MX-2013-131961;07/04/2013;07/08/2013;Standard Class;High
US-2013-107104;9/18/13;9/25/13;Standard Class;Medium
IN-2012-73517;08/09/2012;08/12/2012;Second Class;Critical
ID-2012-32623;11/15/12;11/20/12;Second Class;Medium
US-2014-152366;4/22/14;4/26/14;Second Class;Medium
CA-2014-132647;2/18/14;2/24/14;Standard Class;Medium
MX-2014-142272;06/11/2014;6/13/14;Second Class;High
MX-2013-113124;12/09/2013;12/13/13;Standard Class;High
MX-2012-160416;9/14/12;9/18/12;Standard Class;Medium
MX-2013-133018;9/25/13;9/30/13;Standard Class;Medium
MX-2013-111213;6/25/13;6/27/13;Second Class;High
ES-2012-5980468;8/29/12;09/03/2012;Standard Class;Medium
IN-2011-22830;7/28/11;7/30/11;First Class;Medium
ID-2014-83828;05/10/2014;5/17/14;Standard Class;Medium
KZ-2013-1840;10/10/2013;10/12/2013;Second Class;Medium
PL-2013-7560;4/25/13;4/27/13;Second Class;High
SF-2014-9050;08/08/2014;08/10/2014;First Class;High
AU-2014-1900;07/02/2014;07/07/2014;Second Class;Medium
ES-2012-1558843;01/05/2012;01/09/2012;Standard Class;Medium
CA-2012-126137;10/03/2012;10/08/2012;Standard Class;Medium
CA-2013-129728;5/31/13;06/07/2013;Standard Class;Medium
US-2014-129203;4/18/14;4/23/14;Standard Class;Medium
AG-2011-8930;12/26/11;12/27/11;Same Day;Medium
MX-2013-139661;09/05/2013;09/05/2013;Same Day;High
IN-2011-77850;6/23/11;6/29/11;Standard Class;Low
CA-2014-163321;08/08/2014;08/12/2014;Second Class;Medium
US-2013-131674;11/30/13;12/02/2013;Second Class;High
MO-2011-4260;04/02/2011;04/07/2011;Standard Class;High
CM-2013-1220;11/14/13;11/20/13;Standard Class;Medium
US-2012-110618;8/28/12;09/01/2012;Standard Class;High
ES-2012-5207465;6/27/12;07/03/2012;Standard Class;Medium
ID-2013-71137;12/13/13;12/19/13;Standard Class;Medium
IN-2014-69457;12/12/2014;12/17/14;Standard Class;Medium
CA-2013-122014;12/30/13;01/03/2014;Standard Class;High
MX-2012-161634;11/01/2012;11/05/2012;Standard Class;Medium
IT-2013-5316481;08/05/2013;08/10/2013;Standard Class;Medium
ES-2012-3512904;01/03/2012;01/09/2012;Standard Class;Low
US-2014-162124;05/07/2014;05/11/2014;Standard Class;Medium
SF-2013-9500;10/18/13;10/22/13;Standard Class;Medium
LE-2014-1790;9/17/14;9/18/14;First Class;Medium
US-2013-153220;6/20/13;6/24/13;Standard Class;Medium
MX-2013-133242;11/26/13;11/30/13;Standard Class;High
IN-2011-46490;05/09/2011;5/14/11;Standard Class;Medium
ID-2012-71529;12/25/12;12/29/12;Standard Class;High
US-2011-111997;11/28/11;12/04/2011;Standard Class;Low
MX-2012-109834;11/13/12;11/17/12;Standard Class;Medium
ES-2013-3284813;5/31/13;06/05/2013;Standard Class;Medium
IN-2012-21297;9/21/12;9/28/12;Standard Class;Low
MX-2014-157308;05/07/2014;05/11/2014;Second Class;Medium
CA-2013-166373;10/22/13;10/26/13;Standard Class;Medium
UP-2013-2050;06/12/2013;6/16/13;Standard Class;Medium
MO-2014-7450;1/24/14;1/30/14;Standard Class;Medium
US-2013-166786;5/15/13;5/19/13;Standard Class;Medium
US-2012-136259;11/05/2012;11/08/2012;First Class;Critical
TU-2012-4170;6/21/12;6/25/12;Standard Class;High
TX-2011-390;8/24/11;8/24/11;Same Day;Critical
NI-2012-3340;10/17/12;10/19/12;First Class;Medium
PL-2014-5010;4/20/14;4/24/14;Standard Class;Medium
AU-2011-5790;4/20/11;4/24/11;Second Class;Medium
IR-2013-3800;09/06/2013;09/06/2013;Same Day;High
MX-2013-146486;12/26/13;12/26/13;Same Day;Medium
MX-2014-137554;3/14/14;3/20/14;Standard Class;Medium
US-2013-140634;04/07/2013;4/13/13;Standard Class;Low
IN-2014-50088;8/27/14;09/01/2014;Standard Class;Medium
IN-2012-86075;9/21/12;9/25/12;Standard Class;Medium
IR-2012-2940;9/18/12;9/21/12;Second Class;Critical
MX-2014-120705;11/12/2014;11/17/14;Standard Class;Medium
MX-2014-164602;4/16/14;4/20/14;Standard Class;Medium
IT-2012-3146139;12/12/2012;12/16/12;Standard Class;Medium
IN-2014-19218;8/22/14;8/26/14;Standard Class;High
ID-2014-15795;2/15/14;2/18/14;Second Class;Medium
IN-2013-35542;09/09/2013;09/11/2013;Second Class;Medium
US-2014-122637;09/04/2014;09/09/2014;Second Class;High
CA-2014-135034;08/02/2014;08/04/2014;First Class;Critical
US-2014-155999;08/08/2014;8/14/14;Standard Class;Medium
SG-2013-2810;9/23/13;9/28/13;Standard Class;Medium
TU-2011-5500;6/27/11;07/02/2011;Standard Class;Medium
MX-2014-160885;11/07/2014;11/13/14;Standard Class;Low
MX-2014-100594;5/14/14;5/19/14;Standard Class;Medium
ES-2013-3767529;12/26/13;12/30/13;Standard Class;High
IN-2013-23873;05/02/2013;05/02/2013;Same Day;Critical
CA-2013-114944;1/30/13;02/04/2013;Standard Class;Medium
CA-2011-100706;12/16/11;12/18/11;Second Class;Medium
BN-2014-5090;6/13/14;6/16/14;Second Class;Medium
US-2014-115441;11/10/2014;11/14/14;Second Class;Medium
MX-2014-144316;12/13/14;12/18/14;Second Class;Medium
ES-2013-5226305;11/30/13;12/05/2013;Standard Class;Medium
IN-2014-57375;07/07/2014;07/12/2014;Standard Class;Medium
CA-2012-143238;09/06/2012;09/08/2012;First Class;Medium
CA-2013-118969;10/03/2013;10/04/2013;First Class;High
CA-2014-116946;12/20/14;12/24/14;Standard Class;Medium
CA-2011-111157;03/02/2011;03/06/2011;Standard Class;High
ID-2013-68568;5/23/13;5/28/13;Standard Class;Medium
MX-2013-103821;8/20/13;8/24/13;Standard Class;High
MX-2011-107643;6/22/11;6/26/11;Standard Class;Medium
ES-2013-2847029;11/13/13;11/18/13;Standard Class;Medium
IT-2012-4503421;12/18/12;12/25/12;Standard Class;Low
IN-2014-12078;12/12/2014;12/19/14;Standard Class;Medium
IN-2013-55639;11/19/13;11/23/13;Standard Class;Medium
CA-2012-137750;6/25/12;6/30/12;Standard Class;Medium
CA-2012-125234;11/27/12;12/01/2012;Standard Class;Medium
CA-2012-138331;08/07/2012;08/12/2012;Standard Class;Medium
NI-2014-5650;06/03/2014;06/06/2014;First Class;Medium
AG-2012-4060;3/19/12;3/21/12;First Class;Medium
CG-2014-7860;08/11/2014;8/15/14;Standard Class;Medium
MX-2014-155915;12/06/2014;12/10/2014;Standard Class;High
ES-2012-1743140;6/21/12;6/28/12;Standard Class;Medium
ID-2013-77248;5/15/13;5/20/13;Standard Class;Medium
IR-2013-870;03/01/2013;03/07/2013;Standard Class;Low
US-2011-133795;06/04/2011;06/07/2011;First Class;Medium
ES-2014-4538840;9/29/14;9/30/14;First Class;Medium
IN-2011-29725;6/21/11;6/27/11;Standard Class;Medium
IN-2013-10097;8/14/13;8/18/13;Standard Class;Medium
TU-2011-160;5/21/11;5/25/11;Standard Class;Medium
MX-2012-152268;7/13/12;7/19/12;Standard Class;Low
SF-2014-7940;12/01/2014;12/05/2014;Standard Class;Medium
KE-2014-8910;11/12/2014;11/17/14;Standard Class;High
IT-2011-4664416;2/22/11;2/27/11;Standard Class;Medium
ES-2013-3434989;12/27/13;12/31/13;Standard Class;Medium
IN-2014-41891;03/07/2014;03/11/2014;Standard Class;Medium
IN-2014-24090;05/12/2014;5/15/14;First Class;High
PU-2013-8030;11/06/2013;11/10/2013;Standard Class;Medium
US-2014-138051;09/03/2014;09/07/2014;Second Class;Medium
ES-2011-3109529;11/14/11;11/16/11;Second Class;Medium
ID-2012-58348;11/21/12;11/24/12;First Class;Critical
CA-2012-101707;8/27/12;09/01/2012;Standard Class;Medium
CA-2013-155551;4/19/13;4/24/13;Standard Class;Medium
CA-2014-108854;12/09/2014;12/15/14;Standard Class;Low
MX-2013-106516;11/06/2013;11/10/2013;Standard Class;Medium
ES-2012-4228050;06/08/2012;6/13/12;Standard Class;Medium
ID-2012-61645;06/06/2012;06/10/2012;Standard Class;High
IN-2014-53693;10/08/2014;10/09/2014;Same Day;High
CA-2013-109344;02/08/2013;02/11/2013;Second Class;Medium
US-2013-152373;09/06/2013;09/12/2013;Standard Class;Medium
CA-2014-147767;12/03/2014;12/03/2014;Same Day;High
CA-2014-131303;11/29/14;12/03/2014;Standard Class;High
MX-2014-128048;11/25/14;11/30/14;Standard Class;Medium
MX-2013-144932;10/21/13;10/26/13;Second Class;High
ES-2014-2286229;12/15/14;12/21/14;Standard Class;Medium
ES-2011-3468356;03/10/2011;3/14/11;Standard Class;High
ID-2011-68631;03/09/2011;3/13/11;Standard Class;High
IN-2014-15725;9/29/14;10/03/2014;Standard Class;Medium
CA-2014-149076;1/15/14;1/20/14;Standard Class;Medium
CA-2013-163594;4/13/13;4/15/13;First Class;Medium
TU-2014-3560;05/12/2014;5/17/14;Second Class;Medium
SO-2012-5940;04/05/2012;04/07/2012;First Class;High
US-2012-159639;8/29/12;09/01/2012;First Class;Critical
MX-2012-105662;11/26/12;12/03/2012;Standard Class;Low
ES-2014-2751060;12/01/2014;12/07/2014;Standard Class;Medium
CA-2013-165218;03/06/2013;03/12/2013;Standard Class;Low
US-2013-134761;12/01/2013;12/01/2013;Same Day;Critical
CA-2013-143749;12/06/2013;12/08/2013;First Class;Critical
US-2014-126060;4/15/14;4/19/14;Standard Class;Medium
US-2013-150763;6/17/13;6/21/13;Second Class;Medium
ES-2014-4299662;1/31/14;02/05/2014;Standard Class;Medium
IT-2011-5001459;10/08/2011;10/11/2011;Second Class;Medium
ID-2013-65663;12/21/13;12/22/13;First Class;High
IN-2014-56360;10/08/2014;10/10/2014;First Class;High
IN-2011-29438;11/28/11;12/03/2011;Standard Class;Medium
IN-2014-24657;11/06/2014;11/10/2014;Standard Class;Medium
CA-2011-133753;06/09/2011;6/13/11;Second Class;Medium
CA-2013-164735;4/15/13;4/20/13;Second Class;Medium
CA-2013-143910;8/13/13;8/17/13;Standard Class;High
EG-2014-9260;8/28/14;8/31/14;Second Class;High
TU-2012-7710;5/26/12;5/28/12;Second Class;Medium
SF-2012-9090;9/15/12;9/19/12;Second Class;Medium
US-2014-157511;2/18/14;2/25/14;Standard Class;Low
ES-2011-1930667;8/18/11;8/20/11;Second Class;Medium
CA-2014-4530;11/14/14;11/17/14;First Class;Medium
MX-2012-108735;6/13/12;6/20/12;Standard Class;Medium
IN-2012-71970;7/19/12;7/19/12;Same Day;High
CA-2014-156622;11/24/14;11/27/14;First Class;Medium
SU-2012-2020;11/20/12;11/23/12;Second Class;Medium
MX-2014-166884;12/13/14;12/17/14;Standard Class;Medium
CA-2014-152142;11/15/14;11/20/14;Standard Class;Medium
EG-2012-1630;5/25/12;5/30/12;Standard Class;Medium
IR-2013-8570;5/23/13;5/27/13;Standard Class;Medium
MX-2013-168872;12/17/13;12/24/13;Standard Class;Medium
MX-2013-133067;06/02/2013;06/04/2013;Second Class;Medium
MX-2014-119669;07/10/2014;7/13/14;Second Class;High
ES-2014-3538315;12/27/14;01/02/2015;Standard Class;Medium
IN-2012-70339;09/10/2012;09/10/2012;Same Day;Critical
ID-2014-59279;5/21/14;5/24/14;First Class;Critical
CA-2013-120558;06/08/2013;06/11/2013;First Class;Critical
US-2012-144771;10/02/2012;10/04/2012;First Class;High
MO-2013-9040;6/15/13;6/19/13;Standard Class;Medium
PL-2014-7620;8/13/14;8/15/14;First Class;High
TU-2013-5210;4/26/13;4/30/13;Second Class;Medium
US-2011-123120;4/25/11;4/27/11;First Class;High
MX-2014-167409;11/04/2014;11/10/2014;Standard Class;Medium
ES-2014-5784412;11/25/14;11/30/14;Standard Class;Medium
IN-2014-77283;5/16/14;5/23/14;Standard Class;Low
CA-2013-109407;1/24/13;1/26/13;Second Class;Critical
IN-2012-49073;3/20/12;3/26/12;Standard Class;Medium
LY-2013-4320;08/08/2013;08/12/2013;Standard Class;High
ES-2014-3776783;12/30/14;01/04/2015;Standard Class;Medium
IN-2014-16439;10/11/2014;10/13/14;Second Class;High
CA-2011-125514;9/21/11;9/22/11;First Class;High
US-2011-104759;3/31/11;04/04/2011;Standard Class;High
CA-2014-114804;10/18/14;10/20/14;Second Class;High
BU-2013-5320;8/14/13;8/16/13;First Class;Critical
ES-2014-1424904;08/06/2014;8/13/14;Standard Class;Medium
IN-2013-20548;10/09/2013;10/13/13;Standard Class;Medium
CA-2014-119389;4/18/14;4/20/14;First Class;High
CA-2014-143021;11/20/14;11/20/14;Same Day;High
TU-2011-7850;6/21/11;6/25/11;Standard Class;High
IT-2011-3667641;5/16/11;5/21/11;Standard Class;Medium
ID-2014-56472;10/15/14;10/20/14;Standard Class;High
ID-2013-59930;11/05/2013;11/09/2013;Second Class;High
CA-2014-132437;09/09/2014;9/14/14;Second Class;Medium
EG-2013-7160;4/16/13;4/20/13;Standard Class;Medium
LY-2013-3570;1/18/13;1/23/13;Standard Class;Medium
UP-2013-2240;3/20/13;3/25/13;Second Class;Medium
MX-2013-158533;12/13/13;12/18/13;Second Class;Medium
ES-2014-1486090;05/02/2014;05/08/2014;Standard Class;Low
ID-2013-72243;06/06/2013;06/11/2013;Standard Class;Medium
IN-2012-19078;6/15/12;6/17/12;First Class;Critical
CA-2014-157469;12/03/2014;12/08/2014;Standard Class;Medium
RS-2013-2660;11/22/13;11/27/13;Standard Class;Medium
ID-2014-45580;11/11/2014;11/13/14;Second Class;Medium
IN-2013-44537;6/28/13;07/04/2013;Standard Class;Medium
ID-2011-23215;12/11/2011;12/16/11;Standard Class;Medium
MX-2012-132962;10/12/2012;10/17/12;Standard Class;High
MX-2012-162495;9/15/12;9/16/12;First Class;High
US-2014-122749;09/04/2014;09/07/2014;First Class;High
ID-2012-54596;10/22/12;10/24/12;Second Class;High
IN-2014-34534;6/18/14;6/20/14;Second Class;High
CA-2011-105249;11/28/11;11/28/11;Same Day;Medium
US-2012-129637;12/17/12;12/22/12;Standard Class;Medium
CA-2014-102610;11/05/2014;11/09/2014;Standard Class;Medium
CA-2014-100055;5/29/14;06/02/2014;Standard Class;Medium
UP-2013-2800;7/19/13;7/24/13;Standard Class;Medium
US-2012-156146;09/12/2012;9/18/12;Standard Class;Medium
MX-2014-129861;09/12/2014;9/17/14;Standard Class;Medium
IN-2014-66769;11/28/14;12/02/2014;Standard Class;Medium
IN-2014-62800;6/23/14;6/30/14;Standard Class;Medium
NI-2013-7730;11/21/13;11/24/13;First Class;High
IT-2014-5907335;12/06/2014;12/09/2014;First Class;High
ID-2014-43333;07/10/2014;7/15/14;Standard Class;Medium
US-2013-123610;5/13/13;5/17/13;Standard Class;Medium
US-2011-157231;04/05/2011;04/09/2011;Standard Class;High
MX-2014-106677;12/09/2014;12/14/14;Standard Class;Medium
MX-2013-166723;10/22/13;10/26/13;Second Class;Medium
ES-2011-4806518;6/20/11;6/24/11;Standard Class;Medium
CA-2012-120341;9/26/12;9/29/12;Second Class;High
MX-2012-122490;01/03/2012;01/09/2012;Standard Class;Low
MX-2013-138261;6/21/13;6/25/13;Standard Class;Medium
MX-2012-130603;09/07/2012;9/13/12;Standard Class;Medium
ES-2014-4387264;12/10/2014;12/14/14;Standard Class;Medium
ES-2011-3746760;1/25/11;02/01/2011;Standard Class;Medium
ES-2012-2105894;10/17/12;10/22/12;Standard Class;High
IT-2013-2056803;12/25/13;12/29/13;Standard Class;High
ES-2014-3994900;8/29/14;09/01/2014;Second Class;High
IN-2013-57186;09/12/2013;9/18/13;Standard Class;Medium
CA-2012-155068;10/23/12;10/23/12;Same Day;High
SF-2014-7670;06/02/2014;06/08/2014;Standard Class;Medium
IR-2011-6560;10/10/2011;10/16/11;Standard Class;Medium
IZ-2011-4160;6/23/11;6/29/11;Standard Class;Medium
IZ-2013-9180;11/13/13;11/16/13;Second Class;Medium
MX-2014-106362;03/02/2014;03/05/2014;Second Class;Medium
MX-2014-114097;9/16/14;9/19/14;First Class;Medium
ES-2011-3857347;11/03/2011;11/07/2011;Standard Class;Medium
BN-2014-4710;06/03/2014;06/07/2014;Second Class;Medium
US-2012-153353;9/18/12;9/20/12;First Class;Critical
MX-2011-140697;01/10/2011;1/15/11;Standard Class;Medium
IN-2013-67014;11/08/2013;11/13/13;Standard Class;Medium
IN-2012-74812;11/09/2012;11/16/12;Standard Class;Medium
IS-2013-8820;04/03/2013;04/08/2013;Standard Class;Medium
GH-2011-7340;12/13/11;12/19/11;Standard Class;Medium
MX-2013-130547;06/07/2013;06/10/2013;First Class;Medium
MX-2011-154641;10/14/11;10/18/11;Standard Class;High
MX-2013-145569;11/04/2013;11/08/2013;Standard Class;High
ES-2013-1986520;1/16/13;1/20/13;Standard Class;Medium
US-2011-105137;10/10/2011;10/10/2011;Same Day;High
TU-2014-200;12/01/2014;12/05/2014;Standard Class;Medium
US-2012-151736;11/16/12;11/20/12;Standard Class;Medium
CA-2013-147123;12/11/2013;12/13/13;First Class;High
EZ-2011-2870;8/30/11;09/02/2011;Second Class;Critical
ES-2014-2318279;5/28/14;5/30/14;Second Class;High
IN-2014-83163;10/23/14;10/28/14;Standard Class;Medium
SG-2012-8600;06/05/2012;06/09/2012;Standard Class;Medium
PL-2014-4440;07/07/2014;07/07/2014;Same Day;High
MX-2014-105200;11/19/14;11/21/14;Second Class;High
IT-2011-4370630;11/27/11;11/28/11;First Class;High
IN-2012-36487;12/26/12;12/31/12;Standard Class;Medium
CA-2013-120082;3/26/13;3/28/13;Second Class;High
CA-2014-163188;11/08/2014;11/08/2014;Same Day;High
ID-2011-52377;7/19/11;7/23/11;Second Class;Medium
CA-2014-122175;5/13/14;5/15/14;Second Class;High
CA-2013-168844;06/01/2013;06/07/2013;Standard Class;Medium
EG-2014-5260;11/24/14;11/28/14;Standard Class;Medium
CM-2012-6400;02/02/2012;02/06/2012;Standard Class;Medium
TU-2011-7800;7/23/11;7/26/11;First Class;Medium
MX-2014-121923;9/24/14;10/01/2014;Standard Class;Low
US-2014-153738;6/25/14;6/29/14;Standard Class;Medium
ES-2014-3571679;1/26/14;1/31/14;Standard Class;Medium
ES-2014-3636501;8/27/14;8/31/14;Standard Class;High
ID-2013-64060;9/23/13;9/29/13;Standard Class;Medium
CA-2014-134495;04/02/2014;04/05/2014;Second Class;Medium
CG-2011-8620;12/31/11;01/02/2012;Second Class;High
SF-2012-1130;9/21/12;9/27/12;Standard Class;Low
US-2014-156195;06/06/2014;06/09/2014;Second Class;Medium
MX-2012-145940;09/07/2012;09/11/2012;Second Class;Medium
US-2014-132913;6/16/14;6/20/14;Standard Class;Medium
US-2014-138618;11/25/14;11/30/14;Standard Class;Medium
